event_date,user_pseudo_id,event_name,traffic_source_name,traffic_medium,traffic_campaign,event_time,is_first_click,is_last_click
20210117,1037187.6235089629,session_start,shop.googlemerchandisestore.com,referral,(referral),2021-01-17 15:27:11.60688 UTC,false,false
20210117,1037187.6235089629,page_view,shop.googlemerchandisestore.com,referral,(referral),2021-01-17 15:27:11.60688 UTC,false,false
20210117,1037187.6235089629,page_view,shop.googlemerchandisestore.com,referral,(referral),2021-01-17 15:27:13.502279 UTC,false,false
20210117,1037187.6235089629,user_engagement,shop.googlemerchandisestore.com,referral,(referral),2021-01-17 15:27:13.502279 UTC,false,false
20210117,1037187.6235089629,user_engagement,shop.googlemerchandisestore.com,referral,(referral),2021-01-17 15:28:56.443055 UTC,false,true
20210117,1037187.6235089629,page_view,shop.googlemerchandisestore.com,referral,(referral),2021-01-17 15:28:56.443055 UTC,false,true
20210117,1037201.6232618780,first_visit,google,organic,(organic),2021-01-17 11:07:03.872696 UTC,true,false
20210117,1037201.6232618780,session_start,google,organic,(organic),2021-01-17 11:07:03.872696 UTC,false,false
20210117,1037201.6232618780,page_view,google,organic,(organic),2021-01-17 11:07:03.872696 UTC,false,false
20210117,1037201.6232618780,page_view,google,organic,(organic),2021-01-17 11:07:08.289529 UTC,false,false
20210117,1037201.6232618780,user_engagement,google,organic,(organic),2021-01-17 11:07:23.791553 UTC,false,true
20210117,1037551.9286896125,session_start,<Other>,referral,(referral),2021-01-17 21:38:03.238861 UTC,false,false
20210117,1037551.9286896125,first_visit,<Other>,referral,(referral),2021-01-17 21:38:03.238861 UTC,true,false
20210117,1037551.9286896125,page_view,<Other>,referral,(referral),2021-01-17 21:38:03.238861 UTC,false,false
20210117,1037551.9286896125,page_view,<Other>,referral,(referral),2021-01-17 21:38:08.231761 UTC,false,false
20210117,1037551.9286896125,user_engagement,<Other>,referral,(referral),2021-01-17 21:38:08.713679 UTC,false,true
20210117,1052912.2166750635,first_visit,google,organic,(organic),2021-01-17 16:44:06.621552 UTC,true,false
20210117,1052912.2166750635,session_start,google,organic,(organic),2021-01-17 16:44:06.621552 UTC,false,false
20210117,1052912.2166750635,page_view,google,organic,(organic),2021-01-17 16:44:06.621552 UTC,false,false
20210117,1052912.2166750635,page_view,google,organic,(organic),2021-01-17 16:44:11.377792 UTC,false,false
20210117,1052912.2166750635,scroll,google,organic,(organic),2021-01-17 16:44:42.179393 UTC,false,false
20210117,1052912.2166750635,user_engagement,google,organic,(organic),2021-01-17 16:44:44.01054 UTC,false,false
20210117,1052912.2166750635,page_view,google,organic,(organic),2021-01-17 16:44:49.908289 UTC,false,false
20210117,1052912.2166750635,user_engagement,google,organic,(organic),2021-01-17 16:48:33.406409 UTC,false,false
20210117,1052912.2166750635,user_engagement,google,organic,(organic),2021-01-17 16:48:34.939443 UTC,false,true
20210117,1055773.5593649199,page_view,(direct),(none),(direct),2021-01-17 06:33:15.064799 UTC,false,false
20210117,1055773.5593649199,session_start,(direct),(none),(direct),2021-01-17 06:33:15.064799 UTC,false,false
20210117,1055773.5593649199,first_visit,(direct),(none),(direct),2021-01-17 06:33:15.064799 UTC,true,false
20210117,1055773.5593649199,page_view,(direct),(none),(direct),2021-01-17 06:33:20.083534 UTC,false,false
20210117,1055773.5593649199,user_engagement,(direct),(none),(direct),2021-01-17 06:33:23.257943 UTC,false,true
20210117,1057547.8872833103,session_start,google,organic,(organic),2021-01-17 21:49:04.122093 UTC,false,false
20210117,1057547.8872833103,first_visit,google,organic,(organic),2021-01-17 21:49:04.122093 UTC,true,false
20210117,1057547.8872833103,page_view,google,organic,(organic),2021-01-17 21:49:04.122093 UTC,false,false
20210117,1057547.8872833103,scroll,google,organic,(organic),2021-01-17 21:49:09.14824 UTC,false,false
20210117,1057547.8872833103,page_view,google,organic,(organic),2021-01-17 21:49:09.14824 UTC,false,false
20210117,1057547.8872833103,user_engagement,google,organic,(organic),2021-01-17 21:49:16.168122 UTC,false,true
20210117,1058023.8140856823,session_start,google,organic,(organic),2021-01-17 03:56:38.418279 UTC,false,false
20210117,1058023.8140856823,page_view,google,organic,(organic),2021-01-17 03:56:38.418279 UTC,false,false
20210117,1058023.8140856823,first_visit,google,organic,(organic),2021-01-17 03:56:38.418279 UTC,true,false
20210117,1058023.8140856823,view_item,google,organic,(organic),2021-01-17 03:56:43.030424 UTC,false,true
20210117,1058023.8140856823,page_view,google,organic,(organic),2021-01-17 03:56:43.030424 UTC,false,true
20210117,1058109.0970383426,page_view,google,organic,(organic),2021-01-17 22:15:17.417868 UTC,false,false
20210117,1058109.0970383426,session_start,google,organic,(organic),2021-01-17 22:15:17.417868 UTC,false,false
20210117,1058109.0970383426,page_view,google,organic,(organic),2021-01-17 22:15:22.438087 UTC,false,false
20210117,1058109.0970383426,user_engagement,google,organic,(organic),2021-01-17 22:15:34.6399 UTC,false,false
20210117,1058109.0970383426,scroll,google,organic,(organic),2021-01-17 22:15:34.6399 UTC,false,false
20210117,1058109.0970383426,page_view,google,organic,(organic),2021-01-17 22:15:41.457673 UTC,false,false
20210117,1058109.0970383426,scroll,google,organic,(organic),2021-01-17 22:16:06.940009 UTC,false,false
20210117,1058109.0970383426,user_engagement,google,organic,(organic),2021-01-17 22:20:05.235661 UTC,false,false
20210117,1058109.0970383426,scroll,google,organic,(organic),2021-01-17 22:20:11.729744 UTC,false,false
20210117,1058109.0970383426,page_view,google,organic,(organic),2021-01-17 22:20:11.729744 UTC,false,false
20210117,1058109.0970383426,user_engagement,google,organic,(organic),2021-01-17 22:20:37.209315 UTC,false,false
20210117,1058109.0970383426,page_view,google,organic,(organic),2021-01-17 22:20:43.641317 UTC,false,false
20210117,1058109.0970383426,scroll,google,organic,(organic),2021-01-17 22:20:59.029518 UTC,false,false
20210117,1058109.0970383426,user_engagement,google,organic,(organic),2021-01-17 22:20:59.029518 UTC,false,false
20210117,1058109.0970383426,page_view,google,organic,(organic),2021-01-17 22:21:05.359341 UTC,false,false
20210117,1058109.0970383426,scroll,google,organic,(organic),2021-01-17 22:21:05.359341 UTC,false,false
20210117,1058109.0970383426,user_engagement,google,organic,(organic),2021-01-17 22:21:10.388094 UTC,false,false
20210117,1058109.0970383426,page_view,google,organic,(organic),2021-01-17 22:21:16.675903 UTC,false,false
20210117,1058109.0970383426,user_engagement,google,organic,(organic),2021-01-17 22:21:45.597067 UTC,false,false
20210117,1058109.0970383426,page_view,google,organic,(organic),2021-01-17 22:21:51.968807 UTC,false,false
20210117,1058109.0970383426,user_engagement,google,organic,(organic),2021-01-17 22:21:52.330054 UTC,false,false
20210117,1058109.0970383426,page_view,google,organic,(organic),2021-01-17 22:21:58.651019 UTC,false,false
20210117,1058109.0970383426,scroll,google,organic,(organic),2021-01-17 22:22:13.88704 UTC,false,false
20210117,1058109.0970383426,user_engagement,google,organic,(organic),2021-01-17 22:22:37.019474 UTC,false,false
20210117,1058109.0970383426,page_view,google,organic,(organic),2021-01-17 22:22:43.511918 UTC,false,false
20210117,1058109.0970383426,user_engagement,google,organic,(organic),2021-01-17 22:22:45.665166 UTC,false,false
20210117,1058109.0970383426,user_engagement,google,organic,(organic),2021-01-17 22:22:51.54006 UTC,false,false
20210117,1058109.0970383426,page_view,google,organic,(organic),2021-01-17 22:22:51.54006 UTC,false,false
20210117,1058109.0970383426,page_view,google,organic,(organic),2021-01-17 22:22:57.904176 UTC,false,false
20210117,1058109.0970383426,scroll,google,organic,(organic),2021-01-17 22:23:07.313103 UTC,false,false
20210117,1058109.0970383426,user_engagement,google,organic,(organic),2021-01-17 22:24:22.212545 UTC,false,true
20210117,1058442.8857613372,page_view,<Other>,<Other>,<Other>,2021-01-17 05:50:43.60389 UTC,false,false
20210117,1058442.8857613372,first_visit,<Other>,<Other>,<Other>,2021-01-17 05:50:43.60389 UTC,true,false
20210117,1058442.8857613372,session_start,<Other>,<Other>,<Other>,2021-01-17 05:50:43.60389 UTC,false,false
20210117,1058442.8857613372,page_view,<Other>,<Other>,<Other>,2021-01-17 05:50:48.631679 UTC,false,false
20210117,1058442.8857613372,view_promotion,<Other>,<Other>,<Other>,2021-01-17 05:50:48.631679 UTC,false,false
20210117,1058442.8857613372,scroll,<Other>,<Other>,<Other>,2021-01-17 05:51:08.675772 UTC,false,false
20210117,1058442.8857613372,user_engagement,<Other>,<Other>,<Other>,2021-01-17 05:51:14.366023 UTC,false,false
20210117,1058442.8857613372,page_view,<Other>,<Other>,<Other>,2021-01-17 05:51:21.337869 UTC,false,false
20210117,1058442.8857613372,user_engagement,<Other>,<Other>,<Other>,2021-01-17 05:53:00.280503 UTC,false,false
20210117,1058442.8857613372,page_view,<Other>,<Other>,<Other>,2021-01-17 05:53:06.866679 UTC,false,false
20210117,1058442.8857613372,user_engagement,<Other>,<Other>,<Other>,2021-01-17 06:04:17.950396 UTC,false,true
20210117,1065145.1154243004,page_view,<Other>,referral,(referral),2021-01-17 11:15:54.289826 UTC,false,false
20210117,1065145.1154243004,first_visit,<Other>,referral,(referral),2021-01-17 11:15:54.289826 UTC,true,false
20210117,1065145.1154243004,session_start,<Other>,referral,(referral),2021-01-17 11:15:54.289826 UTC,false,false
20210117,1065145.1154243004,page_view,<Other>,referral,(referral),2021-01-17 11:15:55.881423 UTC,false,false
20210117,1065145.1154243004,user_engagement,<Other>,referral,(referral),2021-01-17 11:16:38.69503 UTC,false,true
20210117,1071852.4261491920,first_visit,<Other>,referral,(referral),2021-01-17 12:07:15.848494 UTC,true,false
20210117,1071852.4261491920,session_start,<Other>,referral,(referral),2021-01-17 12:07:15.848494 UTC,false,false
20210117,1071852.4261491920,page_view,<Other>,referral,(referral),2021-01-17 12:07:15.848494 UTC,false,false
20210117,1071852.4261491920,page_view,<Other>,referral,(referral),2021-01-17 12:07:20.741909 UTC,false,false
20210117,1071852.4261491920,user_engagement,<Other>,referral,(referral),2021-01-17 12:07:29.804228 UTC,false,true
20210117,1080639.7995555661,page_view,(direct),(none),(direct),2021-01-17 15:34:43.568194 UTC,false,false
20210117,1080639.7995555661,first_visit,(direct),(none),(direct),2021-01-17 15:34:43.568194 UTC,true,false
20210117,1080639.7995555661,session_start,(direct),(none),(direct),2021-01-17 15:34:43.568194 UTC,false,false
20210117,1080639.7995555661,page_view,(direct),(none),(direct),2021-01-17 15:34:48.55934 UTC,false,false
20210117,1080639.7995555661,user_engagement,(direct),(none),(direct),2021-01-17 15:35:07.409127 UTC,false,false
20210117,1080639.7995555661,page_view,(direct),(none),(direct),2021-01-17 15:35:12.58671 UTC,false,false
20210117,1080639.7995555661,view_search_results,(direct),(none),(direct),2021-01-17 15:35:12.58671 UTC,false,false
20210117,1080639.7995555661,scroll,(direct),(none),(direct),2021-01-17 15:35:20.79668 UTC,false,true
20210117,1086344.6716599734,page_view,google,organic,(organic),2021-01-17 19:31:52.020729 UTC,false,false
20210117,1086344.6716599734,session_start,google,organic,(organic),2021-01-17 19:31:52.020729 UTC,false,false
20210117,1086344.6716599734,first_visit,google,organic,(organic),2021-01-17 19:31:52.020729 UTC,true,false
20210117,1086344.6716599734,page_view,google,organic,(organic),2021-01-17 19:31:57.005806 UTC,false,false
20210117,1086344.6716599734,user_engagement,google,organic,(organic),2021-01-17 19:32:07.587019 UTC,false,true
20210117,1092715.1807089493,page_view,google,organic,(organic),2021-01-17 07:48:14.098089 UTC,false,true
20210117,1092715.1807089493,session_start,google,organic,(organic),2021-01-17 07:48:14.098089 UTC,false,true
20210117,1092715.1807089493,first_visit,google,organic,(organic),2021-01-17 07:48:14.098089 UTC,true,true
20210117,1109374.5984247248,page_view,(direct),(none),(direct),2021-01-17 10:19:12.789736 UTC,false,false
20210117,1109374.5984247248,first_visit,(direct),(none),(direct),2021-01-17 10:19:12.789736 UTC,true,false
20210117,1109374.5984247248,session_start,(direct),(none),(direct),2021-01-17 10:19:12.789736 UTC,false,false
20210117,1109374.5984247248,page_view,(direct),(none),(direct),2021-01-17 10:19:18.154785 UTC,false,false
20210117,1109374.5984247248,user_engagement,(direct),(none),(direct),2021-01-17 10:19:30.671185 UTC,false,false
20210117,1109374.5984247248,page_view,(direct),(none),(direct),2021-01-17 10:19:38.199691 UTC,false,true
20210117,1121830.7274477151,session_start,<Other>,referral,(referral),2021-01-17 05:00:42.796349 UTC,false,false
20210117,1121830.7274477151,page_view,<Other>,referral,(referral),2021-01-17 05:00:42.796349 UTC,false,false
20210117,1121830.7274477151,first_visit,<Other>,referral,(referral),2021-01-17 05:00:42.796349 UTC,true,false
20210117,1121830.7274477151,scroll,<Other>,referral,(referral),2021-01-17 05:00:47.819402 UTC,false,false
20210117,1121830.7274477151,page_view,<Other>,referral,(referral),2021-01-17 05:00:47.819402 UTC,false,false
20210117,1121830.7274477151,user_engagement,<Other>,referral,(referral),2021-01-17 05:00:51.759913 UTC,false,true
20210117,1132069.2162009407,first_visit,google,cpc,<Other>,2021-01-17 15:10:42.686301 UTC,true,false
20210117,1132069.2162009407,session_start,google,cpc,<Other>,2021-01-17 15:10:42.686301 UTC,false,false
20210117,1132069.2162009407,page_view,google,cpc,<Other>,2021-01-17 15:10:42.686301 UTC,false,false
20210117,1132069.2162009407,page_view,google,cpc,<Other>,2021-01-17 15:10:47.897171 UTC,false,false
20210117,1132069.2162009407,scroll,google,cpc,<Other>,2021-01-17 15:10:47.897171 UTC,false,false
20210117,1132069.2162009407,user_engagement,google,cpc,<Other>,2021-01-17 15:11:36.53658 UTC,false,true
20210117,1134690.2723351968,page_view,google,organic,(organic),2021-01-17 20:06:53.385631 UTC,false,false
20210117,1134690.2723351968,session_start,google,organic,(organic),2021-01-17 20:06:53.385631 UTC,false,false
20210117,1134690.2723351968,first_visit,google,organic,(organic),2021-01-17 20:06:53.385631 UTC,true,false
20210117,1134690.2723351968,scroll,google,organic,(organic),2021-01-17 20:06:59.466927 UTC,false,false
20210117,1134690.2723351968,page_view,google,organic,(organic),2021-01-17 20:06:59.466927 UTC,false,false
20210117,1134690.2723351968,user_engagement,google,organic,(organic),2021-01-17 20:07:59.386859 UTC,false,true
20210117,1142942.8939470194,page_view,<Other>,<Other>,<Other>,2021-01-17 00:10:53.665746 UTC,false,false
20210117,1142942.8939470194,session_start,<Other>,<Other>,<Other>,2021-01-17 00:10:53.665746 UTC,false,false
20210117,1142942.8939470194,first_visit,<Other>,<Other>,<Other>,2021-01-17 00:10:53.665746 UTC,true,false
20210117,1142942.8939470194,scroll,<Other>,<Other>,<Other>,2021-01-17 00:10:58.6842 UTC,false,true
20210117,1142942.8939470194,page_view,<Other>,<Other>,<Other>,2021-01-17 00:10:58.6842 UTC,false,true
20210117,1148703.8035436506,page_view,google,organic,(organic),2021-01-17 23:10:41.33613 UTC,false,false
20210117,1148703.8035436506,session_start,google,organic,(organic),2021-01-17 23:10:41.33613 UTC,false,false
20210117,1148703.8035436506,first_visit,google,organic,(organic),2021-01-17 23:10:41.33613 UTC,true,false
20210117,1148703.8035436506,page_view,google,organic,(organic),2021-01-17 23:10:46.358123 UTC,false,false
20210117,1148703.8035436506,view_item,google,organic,(organic),2021-01-17 23:10:46.358123 UTC,false,false
20210117,1148703.8035436506,user_engagement,google,organic,(organic),2021-01-17 23:10:53.732141 UTC,false,true
20210117,1155121.3398721788,page_view,<Other>,organic,(organic),2021-01-17 13:20:11.303159 UTC,false,false
20210117,1155121.3398721788,session_start,<Other>,organic,(organic),2021-01-17 13:20:11.303159 UTC,false,false
20210117,1155121.3398721788,first_visit,<Other>,organic,(organic),2021-01-17 13:20:11.303159 UTC,true,false
20210117,1155121.3398721788,page_view,<Other>,organic,(organic),2021-01-17 13:20:13.097621 UTC,false,false
20210117,1155121.3398721788,user_engagement,<Other>,organic,(organic),2021-01-17 13:20:13.097621 UTC,false,false
20210117,1155121.3398721788,scroll,<Other>,organic,(organic),2021-01-17 13:20:13.097621 UTC,false,false
20210117,1155121.3398721788,page_view,<Other>,organic,(organic),2021-01-17 13:20:18.394521 UTC,false,false
20210117,1155121.3398721788,scroll,<Other>,organic,(organic),2021-01-17 13:20:37.882409 UTC,false,false
20210117,1155121.3398721788,user_engagement,<Other>,organic,(organic),2021-01-17 13:20:41.163578 UTC,false,false
20210117,1155121.3398721788,page_view,<Other>,organic,(organic),2021-01-17 13:20:46.450708 UTC,false,false
20210117,1155121.3398721788,page_view,<Other>,organic,(organic),2021-01-17 13:21:12.209327 UTC,false,false
20210117,1155121.3398721788,view_item,<Other>,organic,(organic),2021-01-17 13:21:12.209327 UTC,false,false
20210117,1155121.3398721788,user_engagement,<Other>,organic,(organic),2021-01-17 13:21:16.80288 UTC,false,false
20210117,1155121.3398721788,page_view,<Other>,organic,(organic),2021-01-17 13:21:20.297272 UTC,false,false
20210117,1155121.3398721788,user_engagement,<Other>,organic,(organic),2021-01-17 13:21:20.297272 UTC,false,false
20210117,1155121.3398721788,page_view,<Other>,organic,(organic),2021-01-17 13:21:25.466448 UTC,false,false
20210117,1155121.3398721788,view_item,<Other>,organic,(organic),2021-01-17 13:21:36.676568 UTC,false,false
20210117,1155121.3398721788,page_view,<Other>,organic,(organic),2021-01-17 13:21:36.676568 UTC,false,false
20210117,1155121.3398721788,user_engagement,<Other>,organic,(organic),2021-01-17 13:21:40.960627 UTC,false,false
20210117,1155121.3398721788,page_view,<Other>,organic,(organic),2021-01-17 13:21:46.142356 UTC,false,false
20210117,1155121.3398721788,page_view,<Other>,organic,(organic),2021-01-17 13:22:34.298438 UTC,false,false
20210117,1155121.3398721788,view_item,<Other>,organic,(organic),2021-01-17 13:22:34.298438 UTC,false,false
20210117,1155121.3398721788,user_engagement,<Other>,organic,(organic),2021-01-17 13:22:57.192795 UTC,false,false
20210117,1155121.3398721788,page_view,<Other>,organic,(organic),2021-01-17 13:23:02.36104 UTC,false,false
20210117,1155121.3398721788,scroll,<Other>,organic,(organic),2021-01-17 13:23:23.806164 UTC,false,false
20210117,1155121.3398721788,user_engagement,<Other>,organic,(organic),2021-01-17 13:25:04.856086 UTC,false,false
20210117,1155121.3398721788,page_view,<Other>,organic,(organic),2021-01-17 13:25:10.202858 UTC,false,false
20210117,1155121.3398721788,scroll,<Other>,organic,(organic),2021-01-17 13:25:39.869553 UTC,false,false
20210117,1155121.3398721788,user_engagement,<Other>,organic,(organic),2021-01-17 13:28:38.555344 UTC,false,false
20210117,1155121.3398721788,page_view,<Other>,organic,(organic),2021-01-17 13:28:44.804865 UTC,false,false
20210117,1155121.3398721788,view_item,<Other>,organic,(organic),2021-01-17 13:28:44.804865 UTC,false,false
20210117,1155121.3398721788,scroll,<Other>,organic,(organic),2021-01-17 13:29:00.603391 UTC,false,false
20210117,1155121.3398721788,user_engagement,<Other>,organic,(organic),2021-01-17 13:29:00.603391 UTC,false,false
20210117,1155121.3398721788,user_engagement,<Other>,organic,(organic),2021-01-17 13:29:58.010014 UTC,false,false
20210117,1155121.3398721788,page_view,<Other>,organic,(organic),2021-01-17 13:30:03.204399 UTC,false,false
20210117,1155121.3398721788,scroll,<Other>,organic,(organic),2021-01-17 13:30:16.033155 UTC,false,false
20210117,1155121.3398721788,user_engagement,<Other>,organic,(organic),2021-01-17 13:31:03.343113 UTC,false,false
20210117,1155121.3398721788,page_view,<Other>,organic,(organic),2021-01-17 13:31:08.542756 UTC,false,false
20210117,1155121.3398721788,scroll,<Other>,organic,(organic),2021-01-17 13:39:46.970935 UTC,false,false
20210117,1155121.3398721788,user_engagement,<Other>,organic,(organic),2021-01-17 13:40:40.553933 UTC,false,false
20210117,1155121.3398721788,page_view,<Other>,organic,(organic),2021-01-17 13:40:46.056218 UTC,false,false
20210117,1155121.3398721788,user_engagement,<Other>,organic,(organic),2021-01-17 13:40:54.970835 UTC,false,false
20210117,1155121.3398721788,page_view,<Other>,organic,(organic),2021-01-17 13:41:00.197349 UTC,false,false
20210117,1155121.3398721788,scroll,<Other>,organic,(organic),2021-01-17 13:41:26.0879 UTC,false,false
20210117,1155121.3398721788,user_engagement,<Other>,organic,(organic),2021-01-17 13:45:51.732922 UTC,false,false
20210117,1155121.3398721788,page_view,<Other>,organic,(organic),2021-01-17 13:45:57.227663 UTC,false,false
20210117,1155121.3398721788,scroll,<Other>,organic,(organic),2021-01-17 13:46:21.314194 UTC,false,false
20210117,1155121.3398721788,user_engagement,<Other>,organic,(organic),2021-01-17 13:47:17.117674 UTC,false,false
20210117,1155121.3398721788,page_view,<Other>,organic,(organic),2021-01-17 13:47:22.327032 UTC,false,false
20210117,1155121.3398721788,scroll,<Other>,organic,(organic),2021-01-17 13:54:39.658262 UTC,false,true
20210117,1160054.5086641288,first_visit,google,organic,(organic),2021-01-17 22:45:23.977998 UTC,true,false
20210117,1160054.5086641288,page_view,google,organic,(organic),2021-01-17 22:45:23.977998 UTC,false,false
20210117,1160054.5086641288,session_start,google,organic,(organic),2021-01-17 22:45:23.977998 UTC,false,false
20210117,1160054.5086641288,page_view,google,organic,(organic),2021-01-17 22:45:29.007448 UTC,false,false
20210117,1160054.5086641288,user_engagement,google,organic,(organic),2021-01-17 22:45:37.348966 UTC,false,true
20210117,1164388.4241021842,page_view,google,organic,(organic),2021-01-17 23:44:38.14874 UTC,false,false
20210117,1164388.4241021842,first_visit,google,organic,(organic),2021-01-17 23:44:38.14874 UTC,true,false
20210117,1164388.4241021842,session_start,google,organic,(organic),2021-01-17 23:44:38.14874 UTC,false,false
20210117,1164388.4241021842,page_view,google,organic,(organic),2021-01-17 23:44:43.191668 UTC,false,true
20210117,1168888.0013341299,session_start,(direct),(none),(direct),2021-01-17 08:02:44.556739 UTC,false,true
20210117,1168888.0013341299,first_visit,(direct),(none),(direct),2021-01-17 08:02:44.556739 UTC,true,true
20210117,1168888.0013341299,page_view,(direct),(none),(direct),2021-01-17 08:02:44.556739 UTC,false,true
20210117,1177483.8243140744,page_view,google,cpc,<Other>,2021-01-17 05:20:37.094186 UTC,false,false
20210117,1177483.8243140744,first_visit,google,cpc,<Other>,2021-01-17 05:20:37.094186 UTC,true,false
20210117,1177483.8243140744,session_start,google,cpc,<Other>,2021-01-17 05:20:37.094186 UTC,false,false
20210117,1177483.8243140744,page_view,google,cpc,<Other>,2021-01-17 05:20:38.98868 UTC,false,true
20210117,1177483.8243140744,user_engagement,google,cpc,<Other>,2021-01-17 05:20:38.98868 UTC,false,true
20210117,1182112.0279836050,session_start,(direct),(none),(direct),2021-01-17 10:07:34.334794 UTC,false,false
20210117,1182112.0279836050,page_view,(direct),(none),(direct),2021-01-17 10:07:34.334794 UTC,false,false
20210117,1182112.0279836050,first_visit,(direct),(none),(direct),2021-01-17 10:07:34.334794 UTC,true,false
20210117,1182112.0279836050,page_view,(direct),(none),(direct),2021-01-17 10:07:37.512729 UTC,false,false
20210117,1182112.0279836050,user_engagement,(direct),(none),(direct),2021-01-17 10:07:37.512729 UTC,false,false
20210117,1182112.0279836050,page_view,(direct),(none),(direct),2021-01-17 10:07:42.944678 UTC,false,false
20210117,1182112.0279836050,user_engagement,(direct),(none),(direct),2021-01-17 10:07:46.574312 UTC,false,false
20210117,1182112.0279836050,page_view,(direct),(none),(direct),2021-01-17 10:07:48.222323 UTC,false,true
20210117,1182112.0279836050,user_engagement,(direct),(none),(direct),2021-01-17 10:07:48.222323 UTC,false,true
20210117,1209419.2354412024,first_visit,<Other>,<Other>,<Other>,2021-01-17 12:36:04.462322 UTC,true,false
20210117,1209419.2354412024,session_start,<Other>,<Other>,<Other>,2021-01-17 12:36:04.462322 UTC,false,false
20210117,1209419.2354412024,page_view,<Other>,<Other>,<Other>,2021-01-17 12:36:04.462322 UTC,false,false
20210117,1209419.2354412024,page_view,<Other>,<Other>,<Other>,2021-01-17 12:36:09.300061 UTC,false,false
20210117,1209419.2354412024,view_promotion,<Other>,<Other>,<Other>,2021-01-17 12:36:09.300061 UTC,false,false
20210117,1209419.2354412024,user_engagement,<Other>,<Other>,<Other>,2021-01-17 12:36:10.42762 UTC,false,true
20210117,1218011.3904991515,session_start,<Other>,referral,(referral),2021-01-17 03:07:30.709277 UTC,false,false
20210117,1218011.3904991515,page_view,<Other>,referral,(referral),2021-01-17 03:07:30.709277 UTC,false,false
20210117,1218011.3904991515,first_visit,<Other>,referral,(referral),2021-01-17 03:07:30.709277 UTC,true,false
20210117,1218011.3904991515,page_view,<Other>,referral,(referral),2021-01-17 03:07:35.738227 UTC,false,false
20210117,1218011.3904991515,scroll,<Other>,referral,(referral),2021-01-17 03:07:58.333472 UTC,false,false
20210117,1218011.3904991515,session_start,(direct),(none),(direct),2021-01-17 03:27:23.342973 UTC,false,true
20210117,1218011.3904991515,user_engagement,(direct),(none),(direct),2021-01-17 03:27:23.342973 UTC,false,true
20210117,1231253.4195158372,first_visit,google,organic,(organic),2021-01-17 16:03:22.669738 UTC,true,false
20210117,1231253.4195158372,session_start,google,organic,(organic),2021-01-17 16:03:22.669738 UTC,false,false
20210117,1231253.4195158372,page_view,google,organic,(organic),2021-01-17 16:03:22.669738 UTC,false,false
20210117,1231253.4195158372,page_view,google,organic,(organic),2021-01-17 16:03:27.684267 UTC,false,true
20210117,1235940.3283884980,page_view,(direct),(none),(direct),2021-01-17 16:38:42.607936 UTC,false,false
20210117,1235940.3283884980,session_start,(direct),(none),(direct),2021-01-17 16:38:42.607936 UTC,false,false
20210117,1235940.3283884980,page_view,(direct),(none),(direct),2021-01-17 16:38:47.684355 UTC,false,false
